text
This is really nice and it helped me and my sister
this music helps so much! thank you!
ME ENCANTO DESDE  AHORA VOY A ESCUCHARLA SIEMPRE
...
Cool
I use it to fall asleep if I can't sleep
  ..^^
"A uno se le hace el corazoncito chiquito de escuchar estas melodías en piano, una porque te transmiten paz y dos porque es parte de nuestra infancia ver todas las películas que Disney ha creado. Recordar es volver a vivir "
""
(•́•̀)
beatiful!!
thanks! good day today~
super horrible I almost died  ( but my sisters loved it)
.+:(*´v*).+: Very good.
¡Perfectas! 
I love your video for my little baby Brother
thank you a lot this video helps me to focus a lot when im doing my revision for my final exam ;) one like = one good luck to me for my final hahahhaha first time being so serious as a pure stream senior
Love it 🥰🥰🥰🥰🥰🥰🥰
we don't even recognize under the sea
i love it. <3
Nice music
Con esa musica se duerme mi niña la relaja y la tranquiliza 
Massive Disney fans in my household but this music every night without fail gets my youngest off its amazing so I thank you.
sarap sa tenga :)
3:23:28
can hear this selection on your spotify? can send me the link please. thanks!
I like this music.
fake? deseany HHH
FAVORITE SONGS!!!!!!!!!!!!!!!!!! DO MORE! plz?????
Es preciosa se mereze mi like 
GOOD LUCK FOR SPM STUDENT
"When  i 'm looking this ,,  i can feel  comport"
Love music
Wowwww :)))) This is beautiful ... So good to listen
""
galp at ülennn gevur
1.5
That is Hogwarts Castle from Harry Potter.
Tenkiu
When i putted it for my brother to fall asleep he totally fell for it
🥰
Muito bom dormir ao som de belas melodias!!!
70 tril avg ag 7000 wanna film at univ aids stud then be with the aids profwife;s
Came here to calm myself
Que bonita canción tan bella  dale Like si o no
"I wish ""Reflection"" from Mulan is in here..."
My baby love this music while he is sleeping 
Con estas melodías duerme mi hijas de 16 y 9 desde pequeñas es muy hermosa
Perfeito mdsss 🥰
Thank you it helps my 6 year old daughter relax and go to sleep by let it go 🥰
Me aligeran el dia me relajan
awsome
"The song is really refreshing sound. When I feel sad, it give me comfortable feeling."
"0:00 Tale As Old As Time (Beauty and The Beast)
3:33 A Whole New World (Aladdin)
7:07 For The First Time In Forever (Frozen)
9:55 Let It Go (Frozen)
13:47 Part Of Your World (The Little Mermaid)
17:34 I See The Light (Tangled)
20:32 When You Wish Upon A Star (Pinocchio)
24:09 Someday My Prince Will Come (Snow White)
27:02 Do You Want To Build A Snowman? (Frozen)
30:28 Under The Sea (The Little Mermaid)"
"I played This song on my playlist and my littlebrother and sister fell asleep, Tysm for this."
vevry  good  to  study  and   relax
That's Hogwarts. Lol. I can see the Great Hall.
La estoy escuchando para estudiar cálculo jaja
Esa música me la ponen en la escuela
Beautiful music 
this song is great
Today I will sleep with this
la musica es bonita.
"que presiosa musica me encanto 
like si lo escuchan en el 2019"
 ~   ~
"So beautiful
Thank you so much"
I can't stop singing
5*
Love love love it!
Me gusta la música clásica 
Amazing....luv it....so relaxingmore disney songs intstrumental...
Good morning wonderful Congratulation s greetings from Perú
I LOVE this! I listen to this on repeat over and over again. Amazing!!
OMG
I LOVE THESE SONGS
  !!     ost     ~
  ~ ~~
🤗
        
Cried.
Adormeço o meu bebé ao som destas músicas todos os dias 🥰
Beautiful.  Thank you .
"When the notes were playing, I couldn't silent"
Helps me study for sure. 
"Love it sooooooooo much! I love Disney forever and ever, no matter how old am I, I'll always love it!"
uwuwuwuwuwuwu
I was about to listen and relax but ended up scrolling and finding the lyrics tho 
"I love playing this while reading, idk why but it helps me relax"
I put this on because my dog is sleeping on me
"Oh my!
It's too nostalgic.

I love it."
How name is two music?
""
"Llevo una semana poniendosela a mi bebote que aún la tengo dentro de la panzota. Se ve que la relaja, por que me deja dormir toda la noche "
Iove
After half an hour its just on repeat
Intentando dormir a mi bebe con estos audios
Trabalho belíssimo da Disney
"nice song, i love it!"
"Enceinte de 7 mois, cette vidéo stiume beaucoup mon bébé.. Elle adore et moi aussi "
""
""
The bella Melt my heart
Is this no copy right music?
"This takes me back to the simpler days. The days where you were worry-free, where you could enjoy being a child, where you did not have to worry about anything."
Everyone loved it
"This collection takes me back to a time where my children were babies, where I would just sit with them, holding them and experiencing the magic of Walt Disney! I love this."
I wish I was little again
i love it to mach
Lol that's the hogwarts castle not the disney castle
This was nice it helped my baby sister and me too lol now ima go back to sleep and turn this on again tomorrow:-)
"Nice, thanks for sharing!"
MY FEEL GOOD TODAY 10/01/2019 IAM SRILANKA negombo thanks god///////
Finnaly my sister stop crying thanks to this video
  .
I'm sitting at my reception desk and I feel like a princess !
"w
"
🦷
Does anyone know if you can get sheet music for these beautiful arrangements - just as we are hearing them?
I love when my baby go to sleep  when I turn that song on
Great for writing in the classroom!
"This was my last hope cause my dog wouldn’t stop barking, tried to use the dog sleeping music, though...maybe he’s a Disney guy. He slept"
The only way to release is this  song
I sped through my homework thanks to this so thank you xx
"where is the music  clip of ""up"" movie?"
"nostalgia. love this thank you for putting in the time to make this, im studying to this right now!"
ugh too repetitive.....
Thank you Disney
Its so relaxing specially that your so stressed and empty...... thank you disney music
My child so love it and fall asleep
My baby brother loves this
this is all i listen to while i work
"I copied and pasted the description so you can just click the timestamps 

0:00 Beauty And The Beast/
3:31 A Whole New World/
7:07 For The First Time In Forever/ 
9:55 Let It Go/
13:47 Part Of Your World/
17:34 I See The Light/
20:32 When You Wish Upon a Star/
24:09 Someday My Prince Come/
27:02 Do You Wanna Build a Snowman?/ 
30:28 Under The Sea/"
very good I love sing
"These songs make me love disney even more


Edit: Thanks for the likes! :)"
"This, a good book and kitten cuddles is the best after a long work day! My new reading music!"
 
very relaxing ...I feel like I'm stressed out...love Disney songs
Lindas músicas
"Me encanta,no fallan a la hora de dormir a mi bebé "
dont know what yall say this es trash
This is Just Amazing 
i feel so relaxed listening to this. i love using this as study music. and i love disney songs!
Ty so calming and I'm sick so I can't sleep well but now I can lay in bed an relax
""
So  relaxing 
my baby adore
It my favourite song
Amazing!!!!!!!!!!!!!!!!!!!!!!
why would someone dislike this! :(
This is perfect 
Rememberable moments
""
Lovely
Gn Jesus saves!
When my dog hears this...he fall asleep first than me
very relaxing ...I feel like Im stressed out...love disney songs
Perfect para sa mga taong nagkikipkip ng hinanakit .. 
"i'm just trynna get in the mood to study for my assignments before tomorrow, september 2019 baby."
I’m relaxed whenever I hear Disney music.  It’s so beautifil and touching..
"Beauty and the beast
A whole new world
First time in forever
Let it go"
I really like the piano! And I love disney songs! So this was the perfect match for me! I really like to use it as study music
This made me freaking cry
please make it downloadable 
Esto es lo mejor muchas gracias 
Aladin its Zayn
incredible! i love disney and this...   it´s  so beatifull
I love Disney so much keep it up! 
Beautiful piano Disney!
2:49:15  3:03:03
wow
I luv this thank u my gosh yay!!!!:3
I really love this song 
""
I love it
9:55
"If you put the playback speed on 2, you have a whole different mood playing!! I absolutely love it!"
Is a nice song
"Beautiful piano Disney music, it would have been nice to change the background, does it cost more to do that?  Nice job playing piano."
"Upon listening to this wonderful rendition it brings me back to my childhood happy moments. Wishing upon a star, to fairy God Mother and all thy  fairies to bring all thy goodness in my life,and favor.
Forever be a disney baby"
"so relaxing, thank you so much!"
This is what i need so relaxing and peaceful thank you
"Here are some things I know:


1- the picture in the vid is hogwarts
2- you just went and checked if you are not lazy
3- you got offended at least a little but that I called those of you that did not check, lazy
5-the third song is part of your world
6- you just checked and realized that I was wrong
7- you skipped number four
8- you just checked if there is a number four
9- yuo just realized that there is no number four
10- sarcasm is my best friend"
me relaja demaiadoooo  estudio oyendo esto LO AMOÇ
"Thank you, beautiful."
"0:00 Beauty And The Beast/ 
3:31 A Whole New World/ 
7:07 For The First Time In Forever/  
9:55 Let It Go/ 
13:47 Part Of Your World/ 
17:34 I See The Light/ 
20:32 When You Wish Upon a Star/ 
24:09 Someday My Prince Come/ 
27:02 Do You Wanna Build a Snowman?/  
30:28 Under The Sea/"
musicas que alegram o coração. Otimas para  o local de trabalho. suaves.
Run up with this video too late... just enough to realize this should be the best music for work!!! So peaceful and nice!
"Hermosa musica, saludos desde México"
Disney never gets old
SUPER DUPER LOVE THESE 
let it gooooooooo  cant hold it back anyway
wow
Love disney
Ho my gosh
Thanks Disney for lalabyes and awesome movies
I love music of Disneyl
The future is so Bright
"hermosas las melodias, una entrada al sitio de relajacion total...hermoso, hermoso"
"I missed ""Can you feel the love tonight?"""
So heartwarming........I almost cried!!!          LOVED IT!!!!!!
"My heart really can feel the music..
Love it "
Beautiful music 
I have nothing against Frozen but it's like every few songs. Only downside to this list :(
"i really  loved  this  sonng ,I  love this    MUSIC  LOVE ,LOVE, LOVEEEEEEEEE"
Hermoso
I  disney and its so relaxing i just need my bed ;-;
"Hermoso!! Disfrutamos cada una de las melodías con mi niño, gracias!! 🥰"
¡Que hermoso! Gracias
Music score available?
""
Terima kasih Tuhan atas segala berkat dan rahmat. Berkatilah mereka yang berada dibalik pembuatan hal-hal seni indah bagi sesama karena hanya Engkaulah Yang Maha Memberi Kasih kepada kami semua
"la mejor musica del universo
:*"
N.
Muy buena. Se las pongo a mis niños antes de dormir. Los relaja. Y les gusta adivinar los temas y así hasta q se quedan dormidos 
your  music  is awesome
"One of my favorite song
Beauty and the beast"
"Mi piace tantissimo ascoltare la musica di piano forte, é molto bella e mi fa recordare quando ero bambina e tutto era felicita in la vita e non aveva problemi con nessuno."
GG
not enough disney songs.... just the common disney song.... hope you expand it. repeating songs for more than three hours
I love this...I use it to make my brother go to bed and it makes me tired too lol
Thank you 
"song reminded  me of  moments i had lost 
dreams  i had to forget
memories which can't be brought
and the place where i once was 
is  what we all sought"
playing this on my first day of school.   It helps my students as they work
""
i wish my net is still strong to make it continue the song :( but it was fun i makes me cry and relax :]
22:00
o (∩ ω ∩) o :-* B-)
Thanks it helps me study and foucus
Me ayuda a dormir y hasta duerme a mis mascotas like si te pasa lo mismo 
"So.................


PEACEFUL "
7:07
is that Hogwarts
this genre of piano of piano always makes me shed a tear :')
"I listen to this while working on my homework, i love this, thanks!!!"
Es mi percepción o se repiten las canciones? 🤨
Soothing 
I really enjoyed this music thank you for sharing
...........
exelent
k
(๑¯¯๑)
"AWEESOOME, relaxing"
i play this for my students at nap time
Lloro
love it :)
"I love this so much, my only problem is that i'm such a disnerd that i can't actually study to this, i end up singing to it all every time lol"
So beautiful 
Hermosas canciones <3
Maravilhoso!!!
""
I love this music :)
me gusta la musica clasicas de disney
I love it so much brings back so many memories 
Like si no lo escuchaste todo el vídeo completo sin parar
""
"Everytime i do my homework, i always listened it"
"Listening this while studying, but almost fall a sleep, probably cuz it's too relaxing"
So calm
Thank you zzzzzzzz
""
I would love the sheet music to these songs. Where can I find them?
3:31 
im so relaxed listening to this...…...lots of love to the creator of this compilation
Guys it’s hogwarts u can see the great hall and the hut it’s not Disney 
"So relaxing, its a big help to me..."
why do I want to cry in the first music? it is really relaxing. <3
Thank you for these wonderful music. My son always requested these songs as his background during his sleeps...He's only 4 years old. So relaxing..
Pretty
"doy dislike, son muy buenas las melodias pero se repiten mucho, suenan como 10 canciones por lo mucho y vuelven a repetirsen :) pensé que estaban todas :("
"this is so good and cute omg im sad i miss my childhood, my friends and family T_T"
Love this Disney piano 
I love it its so relaxing and it make me sleep
You should try John Cena theme song
Trying to put a baby to sleep
I loved you disney piano music
Great music to put baby to sleep
Love this <3
Incrível...
Tenang
I love this song.. disney music and relaxing song.. thanks..
Thailand naaa
""
Wonderful.  Please keep making easy-listening Disney classics!
"
"
A Whole New world
اعلم انی لم انجح مع انی تعبت تعب اکتر من طاقتی لکن ایمانی فی ربی لن یخذلنی لذللکک سوف اتمسک به مهما کان التمن و اعتقذ انی سوف احرن کتیرر لان العالم طاع منی و الفرحه لم ادخلها للبیت لکن من حولی ساندنی و انا لست الوحید الذی لم انجح لذللک ساعمل علی نفسی اکتر و ادرس من البدایه هذا هو قدری یجب ان اتقبله و انا ا عیذو نفسی انی سوف ابدر جهذی و انتم ایضا ادعو لی ان یرول همی و حرنی و ابقی داام سعیده ارکم السنه القابله لاکن بنجاح هذا وعذ منی۔۔۔و
"I loved it ,I was singing to all of the songs aswell :)"
Good!
"ik ben een disny meisje dus dit vind ik echt heeeeel leuk.
ik kan me gevoel hier in vinden.
echt heel mooi.walt disny ik hou van je
ik ben blij dat je disnyland gemaakt hebt . ik hoop dat je een leuk leven hebt gehad en je bend heel lief en kreatief .doeirip."
"I used this music with my class, and they absolutely enjoyed it whilst they were doing mindful colouring! This is a wonderful relaxing piano mix, and I will recommend it to everyone!"
Love it!!
""
3:23:18
thank you ive been getting good grades bc of this music and it also helps me study
so cute collection u got another subscriber
""
"Que lindas canciones, me gustan mucho 🤴"
9:00
What song is 2:06:04 ?
"Thank u, I really needed it! I was so stressed  and u help me, "
relaxing music
Oh thank you  my dear  this is so beautiful 🥺
love it
3:31
"good~~ after hard workout with my coworkers, listening to the slow, smooth, relaxing music in the office alone can be a refreshing gear for the next moment!!"
"My baby falls asleep after 4  minutes, it's so funny to see, you saved my back, arms and night ,, thank you soooo much!!!!!"
"C'est très relaxant 
Je ferme les yeux et je me laisse emporter par la musique.
Merci pour cette évasion 🤗"
"This is what makes me happy (disney music + relax music), love this!!!! Thank you so much!!!! :)"
Hermoso muy relagante
fff
It makes me calm and happy
I love this it help me fall asleep
Interesting observation :)
I love it
جميل  
1:28:31 song plsss
…
""
Absolutely Beautiful. Do you have another video with  any other Disney songs on?
Me encanta!
It's hard for me l like someone l won't tell his name
""
2
now im listening to that great peace when I Study to my finel Exams :D 
3:23:17
Timeless <3
I'm hooked to disney music. Thank you for the video. :)
So peaceful and nice this song 🥂🥂
"Putting the quality of the piano playing on the side, WHY is this on a loop? There are thousands of songs in the Disney catalog; why'd you have to repeat any?"
 ~~~  IVF
24:0927:01
beautiful's song.. 
good
""
3:31 A whole New World! 
13:47
Eu cositei
good
Peaceful Serenity
excellent!!!!!
  
Beautiful! Makes me want to play the piano again (haven't touched the piano for years)
love it~ I like it better with1.25 play back speed . =D
I love this piano song. Thanks for sharing these songs.
Thank you for sharing this music video. My daughter sleeps well while listening to this Disney songs. 
Relajante~
2:49:15
Where can I found the sheets Piano of these songs?
Let it go... Excellent 
ilike itgo isee you yraa
"Grandioso! Me hizo llorar con un mundo ideal, extraño mi pureza de la infancia"
"Me: *starts watching video*
Me: I will not sing along, I will not sing, I will not sing.
*Tale as old as time comes*
ME: *BOTH A LITTLE SCARED, NEITHER ONE PREPARED! BEAUTY AND THE BEAST!!!*"
good
Very awesome 
perfect for my bath <3 :D
_Uses Hogwarts castle for disney music?_ d_p
I actually enjoy doing hw now! It's so soothing
My 1 year old teething son went right to sleep thank you
Hiçbir şüphesiz büyük
...
Favorite
The songs is so good and good job on this song 
Yo soy tu amigo fiel
2019...?
Thank you for this video
feels like a sweet dream
pooter
"Играют так топорно ((( просто ноты, души нет. Мелодии волшебны сами по себе."
24:19
"Wanted to play this video to work, after 2 seconds I was already singing and I completely forgot about what I was supposed to do.. Most brillant idea ever^^"
i'm glad I came across this music. It reminds my of happy times.
"Disney Piano Collection - Relaxing Piano Music - Music For Relax, Study, Work
BGM channel 
BGM channel"
Muy hermosa melodías!
Why do I hear the same song over again?
es bueno
"Muy bonita colección de melodías, relajantes y llenas de magia"
My gf just sent me this. I like it. Thanks
""
Thank you so much! So happy to have found this. Will listen during my yoga practice. :)
"La puse en mi clase de arte y los niños nombraban las películas.  
Me encantan estas melodías!! Me relajan "
"Dios que nostálgico es esto... 
Dios me regrese en el tiempo donde me la pasaba viendo estas películas que hermosos Recuerdos en serio"
""
love it so much !!!
"I love the piano. Even a zany, high-energy song like Under the Sea can sound like a beautiful, peaceful ballad on this instrument when played right."
Musicas lindas!!! relaxantes!!
Красиво!! Моя малышка любит очень
EVERY TIME WE DO A PIECE OF WORK IN SCHOOL MY TEACHER ALWAYS PUTS THIS MUSIC ON BUT SOMETIMES I LIKE IT BUT SOMETIMES I GET A BIT FED UP OF HEARING IT OVER AND OVER AGAIN
"So bautiful, got so touched...all beuatiful stories of my chldhood <3"
I can sleep when play this song
bella and the beast
32a
lovely music. thanks for this <3
lovely
Wow  !!!
BELLISSIMO!
how can people dislike disney music
Alegro mí día con estas melodías  muy bellas 🥰
Tranquilidade para trabalhar!
i love your chanel
Awesome collection and very relaxing. Thank you for sharing.
yoi
My baby loves nursing to this music thanks for posting
frozen
dreaming while sleeping
I like it 
 
""
this music is not made by  bgm channel its made Disney.
Maravillosa melodía para relajar y hacer dormir a mis niños en casa 
"Woow 
I like it very much "
  ~~~~
Lovely~ I love it!!!
‪‬
me encanta la música de Disney
"This is so good!  Is there anywhere I could find the piano sheet music for the ""Let it Go"" section of the playlist?"
"It's a good video, but it's a constant repeat of the same songs. There are MANY good Disney songs that you could have included for 3 hours of entertainment. OR MORE."
одні і ті самі мелодії по кругу((((((((
I use this for my baby as lullaby
Hermosooooo. Gracias
Que lindo! As melhores músicas!
"hermosas canciones, las pongo de fondo para estudiar y antes de dormir!!!"
I LIKE DISNEY`S MUSIC
""
great
"This are the cutests piano covers ever! Walt Disney created a whole new universe, and that's so inspiring, as he said, ""if you can dream it, you can do it. Always remember that this whole thing was started by a mouse"" W. D.
amazing, right?!"
ohhh
Belíssimo
:)
Hermosas melodías
Beautiful! After I get up in the morning I shall hang upside down and listen to this while studying.
Thank yooooooooooooooooou
Csodálatos muzsika. A hallottak szerinti változatban elérhető valahol a dalok kottája. Előre is köszönöm a segítséget!
nice !!!
Thank you.
soothing
"I've been looking for disney instrumentals, and finally I came across your video. I love it!!! thank youuuuuu"
""
""
these music collections brings me back the moment im watching these disney films. Love it!
Muito bom
I'm sick at the moment but this helping me relax I watch this every day this is a huge success well done.
Me encanto mucho la melodìa por que me regreso a mi niñes
genius!!
Extremamente lindo...
Ich Love it
I really loves these songs....tks for being with me during working...disney's songs are the best!
""
Can I dream like a fairy tale when I sleep with this music?
""
Спасибо большое!!!! 
""
Has anybody realized that the picture on the video is not any of Disney's castles but Hogwarts?
so nice
Veo a muchos shinos x aki q esta pasandoooooo :)))))) okno heheh
AMAZING SONGS
THIS IS ARRRRRRT FOR MY EARS
veo comentarios de todas partes del mundo! wow! somos muchos a quienes unen estas melodias
Esta compilação está linda! Estou encantada
"All those days watching from the windows
All those years outside looking in
All that time never even knowing
Just how blind I've been
Now I'm here blinking in the starlight
Now I'm here suddenly I see
Standing here it's all so clear
I'm where I'm meant to be

And at last I see the light
And it's like the fog has lifted
And at last I see the light
And it's like the sky is new
And it's warm and real and bright
And the world has somehow shifted
All at once everything looks different
Now that I see you

All those days chasing down a daydream
All those years living in a blur
All that time never truly seeing
Things, the way they were
Now she's here shining in the starlight
Now she's here suddenly I know
If she's here it's crystal clear
I'm where I'm meant to go

And at last I see the light

And it's like the fog has lifted

And at last I see the light

And it's like the sky is new

And it's warm and real and bright
And the world has somehow shifted
All at once everything is different
Now that I see you

Now that I see you"
Great music! Is there any way we can get your sheet music?
""
"🤭

2"
"I have to give a thumbs down because the content is very misleading. It's not really 3 hours long! It's just a small set of songs set to loop, playing over and over again. Please don't joke like that, it feel like some cheap cop-out or scam in a way."
Ευχαριστούμε πολύ 
precioso
""
que coletânea maravilhosa!
"







"
La cancion del minuto 43 alguien sabe como se llama estpy aqui con el shazam y no la reconocee
I love it!!! So relaxing
Nice songs 🤩
wow majestuoso me fascina gracias por las melodías son una gran tranquilidad al alma
" BGM
"
DISNEY PRINCESS 
played this for my 5 year old daughter. She was sleep in less than 5 minutes. Ha
"ugjiuvfjudftgtjygftfrduirrkfuftdbhjujgjfjkgfkffkghkhkffkfkg
mhghkkghohgiohiohiogigjkhiohkgfghlgnmlngmmkviothjiodf
duifuifhhfidu8dfhfhfhfhufhfh
fiofiofjcghdgdghhhhhgnjvgfgjgnhghu
kkkkkkkkkkaaaaaauuuuuhhhhh
iiiiffffuuuuuurrrherecallllllmeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeedddddddddddddddddddddddddddddddddddddddddddddddddeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"
""
""
Thanks for this! Love all covers :))
Love this so much!! Thank you <3
love listening to this while I work. Brings back so many good memories. Some of these composers were pure genius.
here for the one click
Is it possible to have the scores ???
""
ชอบมากครับ
very amazing
Hermoso! 
Hermoso 
00
Seleção linda. Amei <3
"…
…
…
"
""
sempurna tiap tune nya karya yang bagus
Is the most beatiful songs
"I finally found my most memorable, wonderful & beautiful piece of relaxing music here. Thanks"
    :)
"This playlist helped me so much while studying. I felt a sense of peace and relaxation, thank you!"
its always the same music..
Me encanto excelentes melodías para trabajar relajado
Very Beautiful
""
"Oh now, thats nice"
Perfect! Thank You soooo much for sharing this amazing video!  =)
so goodgoodgood
I so  love it!
"

"
Relajante 
"Love this pic  , the moonlight make me calm and peace"
My memories
que serenidad
""
""
"0:00 Beauty And The Beast/
3:31 A Whole New World/
7:07 For The First Time In Forever/ 
9:55 Let It Go/
13:47 Part Of Your World/
17:34 I See The Light/
20:32 When You Wish Upon a Star/
24:09 Someday My Prince Come/
27:02 Do You Wanna Build a Snowman?/ 
30:28 Under The Sea/"
 Thank you!
"i didn't recognize ""under the sea"" for the longest time- the rhythm is off. other stuff is much nicer."
Hermosas melodías!!!!
Supreme
"thanks for making this video, helping me to study"
WHOOOOOO!!!! I'M A DISNEY FUCKIN FANATIC AND THIS IS SUPER COOL!!!!
Luved guessing the songs
   
"Schöne Zusammenstellung, allerdings sehr langweilig, wenn nach etwa 35 Minuten jeder Titel wiederholt wird! Ausbaufähig!!"
Regreso en el tiempo cuando fui niño
""
feels elated after a long day..thanks for this upload..
soy el unico latino
Love this one very soothing and some of my favourite Diane songs
"
(*´ω*)



"
""
Love this onee
   
"

"
"
"
"!!
"
BeautyBeast 
""
"

"
""
""
A whole new world 
""
""
""
""
…(^_^)/~m(__)mm(__)m
bgm
WELL DONEE ITS SO GOODDDDD 
""
Good!!!
good 
(^-^)/
"
"
Very good
"0:00

3:31

7:07

9:55

13:47

17:34

20:32

24:09

27:02

30:28"
"(*´-`)
‼"
"Good that I don't have to put it in the loop-mode (repeat) as this is an approx 3.5 hr repeats of my favourite few tunes only. 

Thanks,"
""
...
""
verygood
"I ABSOLUTELY LOVE THIS!!!!!  WE ARE HAVING OUR VERY FIRST DISNEY PRINCESS COMING INTO OUR WORLD ON SEPTEMBER 24, 2017.  I'LL BE PLAYING THIS FOR HER...A LOT!   THANK YOU SO MUCH FOR POSTING!!!!  "
""
